"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"7149",2401602,"4156597","2017","2018","1970","PRIVATE","19","Beaches-East York","4 KINGSTON RD","4","16","2019-02-12","75","Evaluation needs to be conducted in 2 years","15","4","4","3","4","4","4","N/A","4","N/A","N/A","3","3","5","4","4","4","N/A","4","2","N/A","S1937","43.667904365","-79.312792617","319883.143","4836233.964"
"7150",2401603,"4153671","2017","2018","1970","PRIVATE","19","Beaches-East York","2 KINGSTON RD","4","16","2019-02-12","75","Evaluation needs to be conducted in 2 years","15","4","4","3","4","4","4","N/A","4","N/A","N/A","3","3","5","3","4","4","N/A","3","4","N/A","S1937","43.667724652","-79.31265581","319889.941","4836214.615"
"7151",2401604,"4154307","2017","2018","1954","PRIVATE","05","York South-Weston","2423 KEELE ST","3","12","2019-02-12","84","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","5","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0523","43.710785688","-79.4782587773","306536.553","4840981.063"
"7152",2401605,"4154306","2017","2018","1953","PRIVATE","05","York South-Weston","2421 KEELE ST","3","12","2019-02-12","84","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","5","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0523","43.7105271851","-79.478108176","306548.697","4840952.348"
"7153",2401606,"4154788","2017","2018","1950","PRIVATE","16","Don Valley East","6 THE DONWAY E","4","40","2019-02-12","77","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","4","4","3","5","3","4","4","5","3","4","4","4","3","4","N/A","N1627","43.7335956661","-79.3405231156","317631.353","4843527.159"
"7154",2401607,"4154789","2017","2018","1950","PRIVATE","16","Don Valley East","4 THE DONWAY E","4","40","2019-02-12","76","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","4","4","3","5","3","4","4","4","3","4","4","4","3","4","N/A","N1627","43.7330607404","-79.340845323","317590.117","4843465.219"
"7155",2401608,"4154790","2017","2018","1950","PRIVATE","16","Don Valley East","2 THE DONWAY E","4","40","2019-02-12","78","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","4","4","3","5","3","4","4","5","3","4","4","4","3","4","N/A","N1627","43.7328694869","-79.3418228518","317526.801","4843446.279"
"7156",2401609,"4153590","2017","2018","1934","PRIVATE","13","Toronto Centre","435 SHERBOURNE ST","4","48","2019-02-12","80","Evaluation needs to be conducted in 2 years","14","4","4","4","3","4","4","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","N/A","N/A","S1323","43.6655473564","-79.3735085585","314985.686","4835962.758"
"7157",2401610,"4152971","2018","2018","1965","PRIVATE","04","Parkdale-High Park","100 TYNDALL AVE","6","48","2019-02-12","64","Evaluation needs to be conducted in 1 year","17","3","3","4","3","3","4","N/A","3","3","N/A","3","3","4","3","3","3","3","3","3","N/A","S0437","43.6364200969","-79.4289537195","310516.904","4832721.558"
"7158",2401611,"4154505","2017","2018","1957","PRIVATE","08","Eglinton-Lawrence","8 WASDALE CRES","3","10","2019-02-12","71","Evaluation needs to be conducted in 2 years","13","3","3","4","3","3","3","N/A","3","N/A","N/A","3","4","5","5","N/A","N/A","3","4","N/A","N/A","N0823","43.7312468474","-79.4350947761","310013.27","4843255.994"
"7159",2401612,"4152585","2017","2018","1960","PRIVATE","20","Scarborough Southwest","20 PELL ST","3","11","2019-02-12","74","Evaluation needs to be conducted in 2 years","14","3","4","4","3","N/A","3","N/A","4","N/A","N/A","3","3","5","4","4","4","N/A","4","4","N/A","E2035","43.70777445","-79.248713747","325033.789","4840699.303"
"7160",2401613,"4156249","2017","2018","1960","PRIVATE","20","Scarborough Southwest","22 PELL ST","3","10","2019-02-12","74","Evaluation needs to be conducted in 2 years","16","4","4","4","2","3","4","N/A","4","N/A","3","3","3","5","4","4","4","N/A","4","4","N/A","E2035","43.707978054","-79.248780872","325050.664","4840714.735"
"7161",2401614,"4156048","2017","2018","1960","PRIVATE","20","Scarborough Southwest","24 PELL ST","3","11","2019-02-12","74","Evaluation needs to be conducted in 2 years","16","4","4","4","2","2","4","N/A","4","N/A","3","3","4","5","4","4","4","N/A","4","4","N/A","E2035","43.708100911","-79.248499263","325056.883","4840728.747"
"7162",2401615,"4154504","2017","2018","1990","PRIVATE","08","Eglinton-Lawrence","49 NEPTUNE DR","3","10","2019-02-12","68","Evaluation needs to be conducted in 2 years","15","4","3","4","4","3","3","N/A","3","N/A","N/A","4","5","5","2","3","3","3","2","N/A","N/A","N0823","43.731455829","-79.435410014","309987.593","4843280.144"
"7163",2401616,"4152709","2017","2018","1967","PRIVATE","21","Scarborough Centre","833 KENNEDY RD","7","54","2019-02-11","80","Evaluation needs to be conducted in 2 years","19","4","4","5","4","3","4","4","3","4","4","4","5","5","4","4","3","5","4","3","N/A","E2133","43.7363184014","-79.2689338549","323397.432","4843843.179"
"7164",2401617,"4152797","2017","2018","1968","PRIVATE","24","Scarborough-Guildwood","215 MARKHAM RD","17","193","2019-02-11","81","Evaluation needs to be conducted in 2 years","19","4","4","4","5","4","5","4","4","4","4","4","4","5","3","4","4","4","4","3","N/A","E2433","43.744688035","-79.218768113","327434.96","4844786.353"
"7165",2401618,"4153681","2017","2018","1960","PRIVATE","19","Beaches-East York","15 EASTWOOD RD","4","24","2019-02-11","68","Evaluation needs to be conducted in 2 years","16","3","3","4","4","3","4","N/A","3","N/A","N/A","3","3","3","3","4","4","4","4","2","N/A","S1937","43.6728164425","-79.3184832171","319421.536","4836778.516"
"7166",2401619,"4152778","2018","2018","1960","PRIVATE","20","Scarborough Southwest","3171 KINGSTON RD","4","18","2019-02-11","65","Evaluation needs to be conducted in 1 year","17","4","4","4","3","3","3","N/A","3","3","N/A","3","2","4","3","4","3","3","3","3","N/A","E2037","43.7283659321","-79.228113442","326688.443","4842969.629"
"7167",2401620,"4154614","2017","2018","1950","PRIVATE","06","York Centre","1042 SHEPPARD AVE W","4","16","2019-02-11","73","Evaluation needs to be conducted in 2 years","16","4","4","3","3","3","4","N/A","3","N/A","N/A","3","4","5","4","3","4","4","3","4","N/A","N0624","43.7508224875","-79.4620209197","307843.201","4845429.41"
"7168",2401621,"4288860","2017","2018","1958","PRIVATE","19","Beaches-East York","1981 DUNDAS ST E","3","12","2019-02-11","73","Evaluation needs to be conducted in 2 years","17","4","4","4","4","3","4","N/A","3","N/A","3","3","4","5","3","4","4","3","3","4","N/A","S1937","43.668927772","-79.315350573","319674.841","4836347.995"
"7169",2401622,"4154615","2017","2018","1950","PRIVATE","06","York Centre","229 PANNAHILL RD","3","12","2019-02-11","80","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","4","N/A","N/A","4","3","5","4","4","4","4","4","4","N/A","N0624","43.7603575234","-79.4631757419","307749.723","4846488.654"
"7170",2401623,"4152960","2017","2018","1939","PRIVATE","04","Parkdale-High Park","59 SPENCER AVE","3","19","2019-02-11","68","Evaluation needs to be conducted in 2 years","16","3","3","4","3","4","3","N/A","3","N/A","4","3","3","5","3","3","4","N/A","3","3","N/A","S0437","43.636297355","-79.429583628","310465.827","4832708.835"
"7171",2401624,"4155204","2017","2018","1960","PRIVATE","04","Parkdale-High Park","4033 OLD DUNDAS ST","5","47","2019-02-11","61","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","2","N/A","3","N/A","3","3","3","5","3","3","3","3","3","3","N/A","S0421","43.6637082321","-79.5023379758","304595.728","4835750.825"
"7172",2401625,"4152959","2017","2018","1939","PRIVATE","04","Parkdale-High Park","57 SPENCER AVE","3","19","2019-02-11","76","Evaluation needs to be conducted in 2 years","16","4","3","4","4","4","3","N/A","3","N/A","4","4","4","5","4","4","4","N/A","4","3","N/A","S0437","43.636137103","-79.429522246","310470.794","4832691.036"
"7173",2401626,"4154563","2017","2018","1953","PRIVATE","08","Eglinton-Lawrence","6 SARANAC BLVD","4","26","2019-02-11","78","Evaluation needs to be conducted in 2 years","16","3","4","4","4","4","5","N/A","4","N/A","4","4","3","5","4","3","3","N/A","4","4","N/A","N0823","43.7209195951","-79.432960657","310186.122","4842108.819"
"7174",2401627,"4154320","2017","2018","1958","PRIVATE","05","York South-Weston","512 RUSTIC RD","3","23","2019-02-11","74","Evaluation needs to be conducted in 2 years","17","3","3","5","4","3","4","N/A","4","N/A","4","3","4","5","3","4","4","3","3","4","N/A","W0523","43.7187817159","-79.4792140012","306459.358","4841869.352"
"7175",2401628,"4155345","2017","2018","1979","PRIVATE","02","Etobicoke Centre","165 LA ROSE AVE","12","211","2019-02-11","79","Evaluation needs to be conducted in 2 years","19","4","4","4","5","4","5","4","3","3","N/A","4","3","5","4","4","4","4","4","3","4","W0230","43.6839794618","-79.5249462549","302773.164","4838003.239"
"7176",2401629,"4152627","2017","2018","1960","PRIVATE","21","Scarborough Centre","12 CRAIGTON DR","4","32","2019-02-11","68","Evaluation needs to be conducted in 2 years","17","3","3","3","3","3","4","N/A","3","N/A","3","4","3","5","4","3","3","4","4","3","N/A","E2131","43.7275639338","-79.3019458646","320740.584","4842863.786"
"7177",2401630,"4154311","2017","2018","1958","PRIVATE","05","York South-Weston","2595 KEELE ST","3","23","2019-02-11","65","Evaluation needs to be conducted in 1 year","17","3","3","5","3","2","4","N/A","3","N/A","4","3","3","5","2","3","3","3","3","3","N/A","W0523","43.7184264423","-79.4794939296","306436.812","4841829.878"
"7178",2401631,"4155347","2017","2018","1971","PRIVATE","02","Etobicoke Centre","105 LA ROSE AVE","12","180","2019-02-11","76","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","4","3","4","N/A","4","4","5","4","2","4","4","4","3","N/A","W0230","43.6852405955","-79.5206409439","303120.311","4838143.242"
"7179",2401632,"4154560","2017","2018","1954","PRIVATE","08","Eglinton-Lawrence","3 DREXEL RD","3","26","2019-02-11","89","Evaluation needs to be conducted in 3 years","16","4","5","4","5","4","5","N/A","5","N/A","5","5","4","5","4","4","4","N/A","4","4","N/A","N0823","43.721948279","-79.433346456","310154.683","4842224.03"
"7180",2401633,"4155686","2017","2018","2003","SOCIAL HOUSING","08","Eglinton-Lawrence","651 LAWRENCE AVE W","3","24","2019-02-08","85","Evaluation needs to be conducted in 2 years","17","4","4","5","5","4","4","N/A","5","4","N/A","4","3","5","5","5","4","N/A","4","2","5","N0827","43.7161036194","-79.4429013897","309385.499","4841573.16"
"7181",2401634,"4155304","2017","2018","1979","TCHC","03","Etobicoke-Lakeshore","49 MABELLE AVE","13","128","2019-02-08","67","Evaluation needs to be conducted in 2 years","19","4","3","4","2","5","3","3","4","4","N/A","3","4","4","3","3","4","4","2","2","3","W0321","43.6449745319","-79.5285857923","302478.099","4833670.075"
"7182",2401635,"4274218","2017","2018","1962","TCHC","03","Etobicoke-Lakeshore","57 MABELLE AVE","19","255","2019-02-08","67","Evaluation needs to be conducted in 2 years","19","3","3","4","3","3","3","3","4","4","N/A","3","4","4","3","3","3","4","3","3","4","W0321","43.646310516","-79.530501016","302329.86","4833829.218"
"7183",2401636,"4153710","2017","2018","1910","PRIVATE","19","Beaches-East York","2 MAIN ST","7","68","2019-02-08","52","Evaluation needs to be conducted in 1 year","15","2","3","4","2","2","3","N/A","3","N/A","N/A","2","2","5","2","3","2","N/A","2","2","N/A","S1935","43.679038326","-79.298376637","321040.936","4837474.429"
"7184",2401637,"4154618","2017","2018","1970","PRIVATE","06","York Centre","715 FINCH AVE W","11","85","2019-02-08","77","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","3","4","3","4","4","5","4","4","4","4","3","3","N/A","N0624","43.7692028899","-79.4622653177","307822.589","4847471.362"
"7185",2401638,"4154514","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","50 NEPTUNE DR","3","12","2019-02-08","65","Evaluation needs to be conducted in 1 year","16","3","3","4","3","3","3","N/A","3","N/A","N/A","3","3","5","4","3","3","3","3","3","N/A","N0823","43.731762015","-79.434811008","310035.821","4843314.199"
"7186",2401639,"4154637","2017","2018","1960","PRIVATE","06","York Centre","118 OVERBROOK PL","3","17","2019-02-08","74","Evaluation needs to be conducted in 2 years","17","3","4","3","4","4","4","N/A","3","N/A","4","3","3","4","4","4","4","4","4","4","N/A","N0624","43.7635291966","-79.4550418011","308404.48","4846841.319"
"7187",2401640,"4154515","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","52 NEPTUNE DR","3","12","2019-02-08","68","Evaluation needs to be conducted in 2 years","16","3","3","4","3","4","3","N/A","3","N/A","N/A","4","3","5","3","3","3","3","4","3","N/A","N0823","43.732014889","-79.434846428","310032.945","4843342.289"
"7188",2401641,"4154496","2017","2018","1968","PRIVATE","08","Eglinton-Lawrence","3000 DUFFERIN ST","18","287","2019-02-08","84","Evaluation needs to be conducted in 2 years","20","4","3","5","5","5","4","5","4","4","4","5","4","5","4","4","4","3","4","4","4","N0826","43.71108689","-79.45503098","308408.116","4841016.189"
"7189",2401642,"4154312","2017","2018","1955","PRIVATE","05","York South-Weston","2597 KEELE ST","4","39","2019-02-08","76","Evaluation needs to be conducted in 2 years","16","4","4","5","4","3","3","N/A","4","N/A","3","4","4","5","3","4","4","N/A","4","3","N/A","W0523","43.718801135","-79.4798728535","306406.27","4841871.496"
"7190",2401643,"4154313","2017","2018","1950","PRIVATE","05","York South-Weston","2605 KEELE ST","3","12","2019-02-08","70","Evaluation needs to be conducted in 2 years","16","3","3","5","3","3","4","N/A","3","N/A","N/A","4","3","5","3","3","3","5","3","3","N/A","W0523","43.7191723913","-79.4799616805","306399.103","4841912.738"
"7191",2401644,"4288175","2018","2018","1960","PRIVATE","04","Parkdale-High Park","2861-2863 DUNDAS ST W","3","16","2019-02-08","60","Evaluation needs to be conducted in 1 year","14","3","3","2","2","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","N/A","N/A","S0424",NA,NA,"307610.618","4835918.417"
"7192",2401645,"4154795","2017","2018","1950","PRIVATE","16","Don Valley East","1129 DON MILLS RD","6","46","2019-02-08","80","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","3","3","5","4","4","5","5","4","4","3","4","4","3","N/A","N1624","43.7377515394","-79.3430141694","317429.821","4843988.499"
"7193",2401646,"4152943","2017","2018","1940","PRIVATE","04","Parkdale-High Park","340 HIGH PARK AVE","3","10","2019-02-08","55","Evaluation needs to be conducted in 1 year","16","3","3","3","3","2","3","N/A","3","N/A","N/A","3","2","3","3","2","2","3","3","3","N/A","S0424","43.665283034","-79.4705575166","307158.849","4835926.123"
"7194",2401647,"4153639","2019","2018","1915","PRIVATE","14","Toronto-Danforth","279 WOODFIELD RD","4","42","2019-02-08","49","Building Audit","15","2","2","2","2","N/A","2","N/A","3","N/A","2","2","2","3","3","3","3","N/A","3","3","N/A","S1439","43.671655465","-79.323701099","319000.793","4836649.59"
"7195",2401648,"4152956","2018","2018","1965","PRIVATE","04","Parkdale-High Park","31 SPENCER AVE","6","54","2019-02-08","59","Evaluation needs to be conducted in 1 year","17","3","3","3","3","2","3","N/A","3","2","N/A","3","3","3","3","3","3","4","3","3","N/A","S0437","43.635080626","-79.429194517","310497.332","4832573.691"
"7196",2401649,"4152961","2017","2018","1960","PRIVATE","04","Parkdale-High Park","75 SPENCER AVE","9","71","2019-02-08","74","Evaluation needs to be conducted in 2 years","17","4","3","4","4","4","4","N/A","5","3","N/A","5","4","4","4","3","3","3","3","3","N/A","S0437","43.636789032","-79.429849981","310444.292","4832763.44"
"7197",2401650,"4155341","2017","2018","1972","PRIVATE","02","Etobicoke Centre","39 RICHVIEW RD","20","234","2019-02-08","81","Evaluation needs to be conducted in 2 years","20","5","5","5","4","4","5","4","3","5","3","3","3","3","4","4","4","5","4","4","4","W0230","43.684216417","-79.515234861","303556.136","4838029.357"
"7198",2401651,"4155739","2017","2018","1965","PRIVATE","04","Parkdale-High Park","30 SPRINGHURST AVE","12","122","2019-02-08","75","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","3","4","3","4","4","3","5","3","4","4","4","5","3","3","N/A","S0437","43.634517342","-79.428882498","310522.559","4832511.135"
"7199",2401652,"4153584","2017","2018","1960","PRIVATE","13","Toronto Centre","321 SHERBOURNE ST","7","67","2019-02-08","78","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","N/A","3","4","N/A","4","4","5","4","4","4","4","3","3","N/A","S1323","43.6618943157","-79.3721159385","315098.62","4835557.103"
"7200",2401653,"4154557","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","42 SARANAC BLVD","3","28","2019-02-08","83","Evaluation needs to be conducted in 2 years","16","3","4","5","4","4","4","N/A","5","N/A","4","4","4","5","4","4","4","N/A","4","4","N/A","N0823","43.7232330003","-79.4317060695","310287.004","4842365.918"
"7201",2401654,"4154556","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","44 SARANAC BLVD","3","36","2019-02-08","83","Evaluation needs to be conducted in 2 years","16","3","4","5","4","4","4","N/A","5","N/A","4","4","4","5","4","4","4","N/A","4","4","N/A","N0823","43.7231632831","-79.4313421885","310316.328","4842358.197"
"7202",2401655,"4154555","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","46 SARANAC BLVD","3","36","2019-02-08","81","Evaluation needs to be conducted in 2 years","16","3","4","5","3","4","4","N/A","5","N/A","4","4","4","5","4","4","4","N/A","4","4","N/A","N0823","43.723413773","-79.431088371","310336.756","4842386.043"
"7203",2401656,"4154554","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","3240 BATHURST ST","3","28","2019-02-08","79","Evaluation needs to be conducted in 2 years","16","3","4","5","3","3","3","N/A","5","N/A","3","4","5","5","4","4","4","N/A","4","4","N/A","N0823","43.7238042937","-79.4313359616","310316.773","4842429.412"
"7204",2401657,"4152955","2017","2018","1959","PRIVATE","04","Parkdale-High Park","29 SPENCER AVE","6","54","2019-02-08","79","Evaluation needs to be conducted in 2 years","18","4","4","5","4","3","3","N/A","3","4","3","3","5","5","4","4","4","5","4","4","N/A","S0437","43.634901103","-79.429121805","310503.215","4832553.752"
"7205",2401658,"4154796","2017","2018","1960","PRIVATE","16","Don Valley East","1133 DON MILLS RD","6","49","2019-02-08","76","Evaluation needs to be conducted in 2 years","18","5","3","5","4","4","4","N/A","4","3","3","4","3","5","3","4","3","4","4","3","N/A","N1624","43.7382619865","-79.3431334276","317420.107","4844045.19"
"7206",2401659,"4154785","2017","2018","1959","PRIVATE","16","Don Valley East","16 THE DONWAY E","4","61","2019-02-07","83","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","4","4","4","4","3","4","4","5","4","4","5","4","4","4","N/A","N1627","43.7362179741","-79.3411712705","317578.588","4843818.401"
"7207",2401660,"4155657","2017","2018","1973","TCHC","02","Etobicoke Centre","7 CAPRI RD","20","275","2019-02-07","71","Evaluation needs to be conducted in 2 years","19","3","4","4","3","3","4","3","4","4","N/A","3","4","4","3","3","4","3","3","4","4","W0232","43.652915828","-79.564476577","299618.342","4834530.235"
"7208",2401661,"4154727","2017","2018","1968","PRIVATE","18","Willowdale","5 TANGREEN CRT","18","214","2019-02-07","85","Evaluation needs to be conducted in 2 years","19","5","4","5","5","4","5","4","5","5","4","4","5","5","3","4","3","4","4","3","N/A","N1822","43.796156565","-79.425260494","310798.795","4850468.83"
"7209",2401662,"4154726","2017","2018","1968","PRIVATE","18","Willowdale","15 TANGREEN CRT","18","214","2019-02-07","85","Evaluation needs to be conducted in 2 years","19","5","4","5","5","4","5","4","4","5","4","4","5","5","3","4","4","4","4","3","N/A","N1822","43.79522866","-79.425192074","310804.393","4850365.749"
"7210",2401663,"4155340","2017","2018","1966","PRIVATE","02","Etobicoke Centre","10 ALLANHURST DR","11","108","2019-02-07","71","Evaluation needs to be conducted in 2 years","18","4","4","4","4","3","3","4","3","4","N/A","3","3","5","3","3","4","3","4","3","N/A","W0230","43.6806469466","-79.5103162763","303952.614","4837632.73"
"7211",2401664,"4154708","2020","2018",NA,"PRIVATE","18","Willowdale","2 ANCONA ST","4","32","2019-02-07","53","Evaluation needs to be conducted in 1 year","17","3","3","3","3","2","3","N/A","4","2","N/A","2","3","5","1","2","2","3","2","2","N/A","N1822","43.7749913097","-79.439415264","309661.717","4848115.514"
"7212",2401665,"4155626","2017","2018","1957","TCHC","08","Eglinton-Lawrence","5 LEILA LANE","3","31","2019-02-07","61","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","4","4","3","3","3","N/A","3","2","N/A","N0823","43.721282345","-79.44523975","309196.449","4842149.332"
"7213",2401666,"4154709","2017","2018","1961","PRIVATE","18","Willowdale","286 FINCH AVE W","4","47","2019-02-07","73","Evaluation needs to be conducted in 2 years","18","4","4","4","4","3","4","N/A","3","3","4","3","4","5","3","3","4","4","4","3","N/A","N1822","43.774699028","-79.440090341","309595.944","4848123.374"
"7214",2401667,"4155748","2017","2018","1966","PRIVATE","02","Etobicoke Centre","30 FONTENAY CRT","14","96","2019-02-07","73","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","3","N/A","4","4","4","3","4","2","4","3","4","4","4","4","N/A","W0230","43.683261189","-79.512454519","303780.01","4837924.146"
"7215",2401668,"4154516","2017","2018","1955","PRIVATE","08","Eglinton-Lawrence","54 NEPTUNE DR","3","11","2019-02-07","76","Evaluation needs to be conducted in 2 years","16","4","3","4","4","3","4","N/A","4","N/A","N/A","4","3","5","5","4","4","3","4","3","N/A","N0823","43.732371076","-79.435213823","310003.317","4843381.834"
"7216",2401669,"4154503","2017","2018","1959","PRIVATE","08","Eglinton-Lawrence","61 NEPTUNE DR","3","34","2019-02-07","64","Evaluation needs to be conducted in 1 year","17","3","3","3","4","3","3","N/A","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","N0823","43.7318688176","-79.4374660042","309822.193","4843324.941"
"7217",2401670,"4154530","2017","2018","1969","PRIVATE","08","Eglinton-Lawrence","82 NEPTUNE DR","3","11","2019-02-07","71","Evaluation needs to be conducted in 2 years","16","4","4","3","4","3","3","N/A","4","N/A","N/A","4","2","5","4","3","4","4","3","3","N/A","N0823","43.7327254218","-79.4367279054","309881.579","4843420.148"
"7218",2401671,"4288857","2018","2018","1950","PRIVATE","19","Beaches-East York","991 O'CONNOR DR","3","12","2019-02-07","75","Evaluation needs to be conducted in 2 years","15","4","3","4","4","4","4","N/A","4","N/A","N/A","4","3","5","3","4","4","N/A","3","3","N/A","S1924","43.7087775531","-79.310012242","320095.516","4840775.215"
"7219",2401672,"4457114","2019","2018","1953","PRIVATE","19","Beaches-East York","1161 O'CONNOR DR","3","11","2019-02-07","68","Evaluation needs to be conducted in 2 years","15","4","3","3","4","2","4","N/A","3","N/A","N/A","3","3","5","3","4","3","N/A","3","4","N/A","S1924","43.7119832675","-79.307464316","320300.026","4841131.821"
"7220",2401673,"4154787","2017","2018","1960","PRIVATE","16","Don Valley East","12 THE DONWAY E","4","40","2019-02-07","74","Evaluation needs to be conducted in 2 years","18","4","3","5","4","3","3","N/A","4","4","4","4","4","5","3","4","3","3","3","4","N/A","N1627","43.7353799948","-79.3409353127","317597.772","4843725.34"
"7221",2401674,"4154786","2017","2018","1960","PRIVATE","16","Don Valley East","14 THE DONWAY E","4","40","2019-02-07","73","Evaluation needs to be conducted in 2 years","18","4","3","5","4","3","3","N/A","4","4","4","4","4","4","3","4","3","3","3","4","N/A","N1627","43.7357778684","-79.3410317074","317589.923","4843769.528"
"7222",2401675,"4153574","2017","2018","1991","SOCIAL HOUSING","13","Toronto Centre","330 DUNDAS ST E","4","29","2019-02-07","77","Evaluation needs to be conducted in 2 years","15","4","4","4","3","4","4","N/A","4","N/A","N/A","3","4","4","4","4","4","N/A","4","N/A","4","S1329","43.6587482686","-79.3702105377","315252.836","4835207.824"
"7223",2401676,"4154779","2017","2018","1960","PRIVATE","16","Don Valley East","1061 DON MILLS RD","4","40","2019-02-07","74","Evaluation needs to be conducted in 2 years","18","4","3","5","4","3","3","N/A","4","4","4","4","4","5","3","4","3","3","3","4","N/A","N1627","43.735097283","-79.342235727","317493.08","4843693.732"
"7224",2401677,"4155348","2017","2018","1973","PRIVATE","02","Etobicoke Centre","45 LA ROSE AVE","16","156","2019-02-07","86","Evaluation needs to be conducted in 3 years","20","4","4","4","5","4","5","4","4","4","4","5","5","5","4","4","4","4","4","4","5","W0230","43.6860920205","-79.5158718598","303504.825","4838237.733"
"7225",2401678,"4154642","2017","2018","1969","PRIVATE","06","York Centre","4 GOLDFINCH CRT","12","95","2019-02-07","66","Evaluation needs to be conducted in 2 years","19","3","3","4","3","3","4","4","4","3","3","3","4","3","3","3","3","3","4","3","N/A","N0624","43.7701314471","-79.4494799439","308851.855","4847575.071"
"7226",2401679,"4154641","2017","2018","1969","PRIVATE","06","York Centre","12 GOLDFINCH CRT","12","143","2019-02-07","71","Evaluation needs to be conducted in 2 years","19","3","4","4","3","4","4","4","3","4","3","3","3","4","3","4","4","3","4","3","N/A","N0624","43.7709438668","-79.4509600239","308732.646","4847665.256"
"7227",2401680,"4155658","2017","2018","1972","TCHC","01","Etobicoke North","44 WILLOWRIDGE RD","14","236","2019-02-07","57","Evaluation needs to be conducted in 1 year","19","3","4","3","2","2","3","3","3","3","N/A","2","3","3","3","3","3","3","3","2","3","W0137","43.675646313","-79.569749625","299172.333","4837117.833"
"7228",2401681,"4153569","2017","2018","1988","SOCIAL HOUSING","13","Toronto Centre","223 SHERBOURNE ST","6","60","2019-02-07","67","Evaluation needs to be conducted in 2 years","17","3","3","4","2","3","4","3","4","3","3","2","4","4","4","3","4","N/A","4","N/A","N/A","S1329","43.6582200015","-79.3706451728","315217.87","4835149.078"
"7229",2401682,"4155349","2017","2018","1969","PRIVATE","02","Etobicoke Centre","500 SCARLETT RD","14","129","2019-02-07","95","Evaluation needs to be conducted in 3 years","19","4","4","5","5","5","5","4","4","5","N/A","5","5","5","5","5","5","5","4","5","5","W0230","43.6857584584","-79.5133729757","303706.277","4838200.637"
"7230",2401683,"4154773","2017","2018","1961","PRIVATE","16","Don Valley East","32 THE HEIGHTS DR","4","55","2019-02-07","86","Evaluation needs to be conducted in 3 years","20","4","5","5","5","4","4","5","4","5","5","4","4","5","4","4","4","3","4","4","4","N1627","43.729295625","-79.340139051","317684.369","4842978.082"
"7231",2401684,"4152839","2017","2018","1974","TCHC","24","Scarborough-Guildwood","4175 LAWRENCE AVE E","13","375","2019-02-06","61","Evaluation needs to be conducted in 1 year","19","2","3","3","3","3","3","3","3","3","N/A","2","3","3","4","3","3","4","4","3","3","E2432","43.7672342065","-79.1888137161","329838.377","4847298.753"
"7232",2401685,"4154357","2020","2018","1957","PRIVATE","05","York South-Weston","331 FALSTAFF AVE","3","11","2019-02-06","69","Evaluation needs to be conducted in 2 years","16","3","4","5","3","2","3","N/A","4","N/A","3","3","3","5","3","3","3","N/A","4","4","N/A","W0522","43.7199095737","-79.4810666478","306310.052","4841994.612"
